@relation 'DigitalCircuitsComboRecognizer-weka.filters.unsupervised.attribute.Remove-R2,28-61'

@attribute NumStrokes {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_AND {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_OR {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_NAND {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_NOR {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_NOT {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_NOTBUBBLE {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_XOR {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Image_LabelBox {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_BackLine {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_FrontArc {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_BackArc {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_TopArc {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_BottomArc {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Bubble {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_TopLine {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_BottomLine {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Triangle {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_GreaterThan {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_TouchUp {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Junk {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_LabelBoxOther {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Not_V {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Not_Hat {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Entire_OR {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute Rubine_Entire_AND {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute class {AND,OR,NAND,NOR,NOT,NOTBUBBLE,XOR,LabelBox}

@data
2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,1,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
4,0,2,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NOR
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,1,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
3,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
3,0,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,3,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,1,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,2,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,0,0,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOR
4,0,0,1,0,4,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOR
2,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
3,2,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,NOT
2,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,3,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,1,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AND
3,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NOR
2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AND
3,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,XOR
2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OR
4,0,0,2,2,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NOT
4,0,0,4,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NOT
2,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,4,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,XOR
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
3,0,0,0,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOR
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OR
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
3,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
4,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NOT
3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,OR
2,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,XOR
2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,AND
3,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NOR
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,AND
3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,XOR
2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,AND
2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,OR
2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AND
2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OR
2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AND
4,0,3,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
4,0,1,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NOR
3,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NAND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,AND
2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOR
2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AND
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
3,0,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OR
3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
4,0,0,1,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,NOR
3,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NAND
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,2,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NOT
2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OR
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
4,0,0,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NOR
2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,OR
2,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
3,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
6,0,0,1,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,NOT
2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NOT
4,0,0,1,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NOR
3,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAND
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
3,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
2,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
4,0,0,4,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NOR
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
3,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NAND
4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,LabelBox
5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,LabelBox
5,3,0,2,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,LabelBox
5,4,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,LabelBox
2,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,2,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AND
5,0,0,0,5,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NAND
3,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NAND
4,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,XOR
3,0,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AND
3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,AND
2,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
3,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OR
2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NOT
2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AND
2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AND
5,0,0,0,0,1,0,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,OR
